county_state,living_wage
"Green Lake, Wisconsin",31708
"Iowa, Wisconsin",34457
"Iron, Wisconsin",31965
"Jackson, Wisconsin",31708
"Jefferson, Wisconsin",33492
"Juneau, Wisconsin",32544
"Kenosha, Wisconsin",35084
"Kewaunee, Wisconsin",34055
"La Crosse, Wisconsin",33203
"Lafayette, Wisconsin",31965
"Langlade, Wisconsin",31965
"Lincoln, Wisconsin",31965
"Manitowoc, Wisconsin",31708
"Marathon, Wisconsin",32544
"Marinette, Wisconsin",32801
"Marquette, Wisconsin",32061
"Menominee, Wisconsin",31965
"Milwaukee, Wisconsin",34586
"Monroe, Wisconsin",32688
"Oconto, Wisconsin",32431
"Oneida, Wisconsin",32415
"Outagamie, Wisconsin",33444
"Ozaukee, Wisconsin",34586
"Pepin, Wisconsin",31965
"Pierce, Wisconsin",38364
"Polk, Wisconsin",32769
"Portage, Wisconsin",33026
"Price, Wisconsin",32817
"Racine, Wisconsin",33541
"Richland, Wisconsin",31965
"Rock, Wisconsin",34393
"Rusk, Wisconsin",31965
"Sauk, Wisconsin",33396
"Sawyer, Wisconsin",32335
"Shawano, Wisconsin",32865
"Sheboygan, Wisconsin",32528
"St. Croix, Wisconsin",38364
"Taylor, Wisconsin",32721
"Trempealeau, Wisconsin",32817
"Vernon, Wisconsin",32110
"Vilas, Wisconsin",32849
"Walworth, Wisconsin",33396
"Washburn, Wisconsin",31981
"Washington, Wisconsin",34586
"Waukesha, Wisconsin",34586
"Waupaca, Wisconsin",31965
"Waushara, Wisconsin",31965
"Winnebago, Wisconsin",32431
"Wood, Wisconsin",31836
"Albany, Wyoming",30454
"Big Horn, Wyoming",30348
"Campbell, Wyoming",33396
"Carbon, Wyoming",32279
"Converse, Wyoming",31374
"Crook, Wyoming",31012
"Fremont, Wyoming",30288
"Goshen, Wyoming",30997
"Hot Springs, Wyoming",30936
"Johnson, Wyoming",31691
"Laramie, Wyoming",32279
"Lincoln, Wyoming",31268
"Natrona, Wyoming",30785
"Niobrara, Wyoming",30182
"Park, Wyoming",31676
"Platte, Wyoming",30182
"Sheridan, Wyoming",32023
"Sublette, Wyoming",30469
"Sweetwater, Wyoming",31510
"Teton, Wyoming",38104
"Uinta, Wyoming",30469
"Washakie, Wyoming",30469
"Weston, Wyoming",32219
