city,state,violent_crime,property_crime
Alcester,South Dakota,0.0,11.0
Avon,South Dakota,0.0,0.0
Belle Fourche,South Dakota,11.0,87.0
Beresford,South Dakota,0.0,12.0
Box Elder,South Dakota,42.0,216.0
Brandon,South Dakota,7.0,27.0
Brookings,South Dakota,54.0,316.0
Burke,South Dakota,0.0,0.0
Canton,South Dakota,12.0,59.0
Centerville,South Dakota,0.0,7.0
Chamberlain,South Dakota,16.0,77.0
Clark,South Dakota,0.0,2.0
Deadwood,South Dakota,3.0,0.0
Elk Point,South Dakota,4.0,1.0
Faith,South Dakota,0.0,1.0
Flandreau,South Dakota,18.0,78.0
Freeman,South Dakota,1.0,9.0
Groton,South Dakota,0.0,0.0
Hot Springs,South Dakota,11.0,33.0
Huron,South Dakota,58.0,349.0
Kadoka,South Dakota,2.0,5.0
Kimball,South Dakota,0.0,2.0
Lead,South Dakota,2.0,16.0
Lennox,South Dakota,5.0,11.0
Madison,South Dakota,17.0,78.0
Martin,South Dakota,27.0,80.0
Menno,South Dakota,0.0,0.0
Mitchell,South Dakota,59.0,538.0
Mobridge,South Dakota,13.0,26.0
Murdo,South Dakota,0.0,2.0
North Sioux City,South Dakota,6.0,55.0
Philip,South Dakota,1.0,5.0
Pierre,South Dakota,65.0,383.0
Platte,South Dakota,4.0,2.0
Rapid City,South Dakota,540.0,2454.0
Rosholt,South Dakota,0.0,0.0
Scotland,South Dakota,0.0,0.0
Sioux Falls,South Dakota,897.0,5653.0
Sisseton,South Dakota,3.0,16.0
Spearfish,South Dakota,23.0,268.0
Springfield,South Dakota,0.0,0.0
Sturgis,South Dakota,14.0,151.0
Summerset,South Dakota,5.0,57.0
Tea,South Dakota,8.0,96.0
Tripp,South Dakota,1.0,1.0
Tyndall,South Dakota,0.0,0.0
Vermillion,South Dakota,21.0,209.0
Wagner,South Dakota,4.0,16.0
Watertown,South Dakota,67.0,367.0
Yankton,South Dakota,86.0,375.0
1 The figures shown in this column for the offense of rape were reported using only the revised Uniform Crime Reporting definition of rape. See the data declaration for further explanation. ,South Dakota,,
Adamsville,Tennessee,6.0,27.0
Alamo,Tennessee,12.0,89.0
Alcoa,Tennessee,85.0,431.0
Alexandria,Tennessee,4.0,4.0
Algood,Tennessee,13.0,172.0
Ardmore,Tennessee,0.0,28.0
Ashland City,Tennessee,12.0,264.0
Athens,Tennessee,116.0,881.0
Atoka,Tennessee,12.0,67.0
Baileyton,Tennessee,2.0,12.0
Bartlett,Tennessee,188.0,1046.0
Baxter,Tennessee,4.0,38.0
Bean Station,Tennessee,8.0,33.0
Belle Meade,Tennessee,1.0,27.0
Bells,Tennessee,7.0,31.0
Benton,Tennessee,4.0,34.0
Berry Hill,Tennessee,15.0,120.0
Big Sandy,Tennessee,0.0,10.0
Blaine,Tennessee,0.0,30.0
Bluff City,Tennessee,4.0,25.0
Bolivar,Tennessee,73.0,141.0
Bradford,Tennessee,3.0,12.0
Brentwood,Tennessee,38.0,374.0
Brighton,Tennessee,4.0,9.0
Bristol,Tennessee,135.0,813.0
Brownsville,Tennessee,151.0,329.0
Bruceton,Tennessee,4.0,25.0
Burns,Tennessee,0.0,10.0
Calhoun,Tennessee,0.0,3.0
Camden,Tennessee,2.0,31.0
Carthage,Tennessee,6.0,49.0
Caryville,Tennessee,3.0,42.0
Celina,Tennessee,4.0,25.0
Centerville,Tennessee,10.0,61.0
Chapel Hill,Tennessee,6.0,12.0
Charleston,Tennessee,0.0,3.0
Chattanooga,Tennessee,1946.0,10106.0
Church Hill,Tennessee,0.0,10.0
Clarksburg,Tennessee,0.0,0.0
Clarksville,Tennessee,926.0,4467.0
Cleveland,Tennessee,464.0,2403.0
Clifton,Tennessee,2.0,15.0
Clinton,Tennessee,45.0,324.0
Collegedale,Tennessee,10.0,222.0
Collierville,Tennessee,119.0,688.0
Collinwood,Tennessee,0.0,8.0
Columbia,Tennessee,257.0,1202.0
Cookeville,Tennessee,121.0,1047.0
Coopertown,Tennessee,4.0,44.0
Cornersville,Tennessee,3.0,8.0
Covington,Tennessee,126.0,479.0
Cowan,Tennessee,1.0,16.0
Cross Plains,Tennessee,0.0,5.0
Crossville,Tennessee,42.0,499.0
Cumberland City,Tennessee,2.0,5.0
Dandridge,Tennessee,12.0,68.0
Dayton,Tennessee,20.0,197.0
Decatur,Tennessee,11.0,37.0
Decaturville,Tennessee,0.0,10.0
Decherd,Tennessee,19.0,87.0
Dickson,Tennessee,112.0,672.0
Dover,Tennessee,2.0,18.0
Dresden,Tennessee,2.0,30.0
Dunlap,Tennessee,23.0,150.0
Dyer,Tennessee,4.0,32.0
Dyersburg,Tennessee,180.0,905.0
Eagleville,Tennessee,0.0,0.0
East Ridge,Tennessee,91.0,714.0
Elizabethton,Tennessee,81.0,639.0
Elkton,Tennessee,0.0,4.0
Englewood,Tennessee,14.0,31.0
Erin,Tennessee,2.0,16.0
Erwin,Tennessee,30.0,89.0
Estill Springs,Tennessee,16.0,23.0
Ethridge,Tennessee,2.0,10.0
Etowah,Tennessee,15.0,87.0
Fairview,Tennessee,18.0,127.0
Fayetteville,Tennessee,53.0,224.0
Franklin,Tennessee,138.0,926.0
Friendship,Tennessee,5.0,3.0
Gadsden,Tennessee,0.0,7.0
Gainesboro,Tennessee,0.0,1.0
Gallatin,Tennessee,117.0,451.0
Gallaway,Tennessee,1.0,7.0
Gates,Tennessee,2.0,17.0
Gatlinburg,Tennessee,20.0,192.0
Germantown,Tennessee,36.0,492.0
Gibson,Tennessee,0.0,2.0
Gleason,Tennessee,5.0,21.0
Goodlettsville,Tennessee,53.0,517.0
Gordonsville,Tennessee,3.0,10.0
Grand Junction,Tennessee,1.0,1.0
Graysville,Tennessee,11.0,31.0
Greenbrier,Tennessee,23.0,57.0
Greeneville,Tennessee,50.0,521.0
Greenfield,Tennessee,9.0,43.0
Halls,Tennessee,3.0,12.0
Harriman,Tennessee,29.0,180.0
Henderson,Tennessee,41.0,104.0
Hendersonville,Tennessee,100.0,652.0
Henry,Tennessee,0.0,3.0
Hohenwald,Tennessee,22.0,125.0
Hollow Rock,Tennessee,0.0,4.0
Hornbeak,Tennessee,0.0,0.0
Humboldt,Tennessee,63.0,272.0
Huntingdon,Tennessee,1.0,49.0
Huntland,Tennessee,0.0,0.0
Jacksboro,Tennessee,5.0,95.0
Jackson,Tennessee,650.0,2473.0
Jamestown,Tennessee,10.0,72.0
Jasper,Tennessee,8.0,63.0
Jefferson City,Tennessee,14.0,207.0
Jellico,Tennessee,7.0,61.0
Johnson City,Tennessee,286.0,2390.0
Jonesborough,Tennessee,20.0,105.0
Kenton,Tennessee,4.0,28.0
Kimball,Tennessee,5.0,58.0
Kingsport,Tennessee,332.0,2829.0
Kingston,Tennessee,7.0,72.0
Kingston Springs,Tennessee,1.0,11.0
Knoxville,Tennessee,1259.0,8207.0
Lafayette,Tennessee,34.0,115.0
La Follette,Tennessee,52.0,339.0
La Vergne,Tennessee,142.0,650.0
Lawrenceburg,Tennessee,50.0,427.0
Lebanon,Tennessee,149.0,929.0
Lenoir City,Tennessee,37.0,272.0
Lexington,Tennessee,45.0,238.0
Livingston,Tennessee,12.0,65.0
Lookout Mountain,Tennessee,0.0,20.0
Loretto,Tennessee,7.0,9.0
Loudon,Tennessee,5.0,52.0
Madisonville,Tennessee,21.0,199.0
Manchester,Tennessee,61.0,435.0
Martin,Tennessee,18.0,327.0
Maryville,Tennessee,44.0,463.0
Mason,Tennessee,2.0,2.0
Maury City,Tennessee,1.0,14.0
Maynardville,Tennessee,7.0,42.0
McEwen,Tennessee,4.0,33.0
McKenzie,Tennessee,23.0,86.0
McMinnville,Tennessee,130.0,478.0
Medina,Tennessee,13.0,14.0
Memphis,Tennessee,12367.0,39860.0
Metropolitan Nashville Police Department,Tennessee,7376.0,27777.0
Middleton,Tennessee,0.0,2.0
Milan,Tennessee,42.0,194.0
Millersville,Tennessee,29.0,85.0
Millington,Tennessee,105.0,552.0
Minor Hill,Tennessee,0.0,0.0
Monteagle,Tennessee,8.0,41.0
Monterey,Tennessee,9.0,51.0
Morristown,Tennessee,255.0,1423.0
Moscow,Tennessee,4.0,11.0
Mountain City,Tennessee,1.0,34.0
Mount Carmel,Tennessee,2.0,29.0
Mount Juliet,Tennessee,59.0,523.0
Mount Pleasant,Tennessee,8.0,45.0
Munford,Tennessee,17.0,81.0
Murfreesboro,Tennessee,611.0,4228.0
Newbern,Tennessee,11.0,58.0
New Johnsonville,Tennessee,4.0,31.0
New Market,Tennessee,1.0,8.0
Newport,Tennessee,66.0,593.0
New Tazewell,Tennessee,7.0,76.0
Niota,Tennessee,2.0,15.0
Nolensville,Tennessee,16.0,94.0
Norris,Tennessee,6.0,16.0
Oakland,Tennessee,1.0,65.0
Oak Ridge,Tennessee,112.0,671.0
Obion,Tennessee,0.0,5.0
Oliver Springs,Tennessee,2.0,59.0
Oneida,Tennessee,10.0,116.0
Paris,Tennessee,31.0,271.0
Parsons,Tennessee,5.0,28.0
Petersburg,Tennessee,0.0,2.0
Pigeon Forge,Tennessee,47.0,334.0
Pikeville,Tennessee,6.0,17.0
Piperton,Tennessee,0.0,11.0
Pittman Center,Tennessee,0.0,1.0
Plainview,Tennessee,2.0,16.0
Pleasant View,Tennessee,0.0,53.0
Portland,Tennessee,41.0,235.0
Pulaski,Tennessee,54.0,349.0
Puryear,Tennessee,2.0,10.0
Red Bank,Tennessee,49.0,262.0
Red Boiling Springs,Tennessee,8.0,30.0
Ridgely,Tennessee,15.0,19.0
Ridgetop,Tennessee,1.0,2.0
Ripley,Tennessee,120.0,287.0
Rockwood,Tennessee,31.0,298.0
Rocky Top,Tennessee,16.0,113.0
Rogersville,Tennessee,13.0,208.0
Rossville,Tennessee,0.0,4.0
Rutherford,Tennessee,1.0,6.0
Rutledge,Tennessee,0.0,25.0
Saltillo,Tennessee,0.0,12.0
Savannah,Tennessee,69.0,412.0
Scotts Hill,Tennessee,1.0,10.0
Selmer,Tennessee,19.0,118.0
Sevierville,Tennessee,108.0,830.0
Sharon,Tennessee,4.0,17.0
Shelbyville,Tennessee,183.0,667.0
Signal Mountain,Tennessee,4.0,39.0
Smithville,Tennessee,21.0,118.0
Smyrna,Tennessee,204.0,1464.0
Soddy-Daisy,Tennessee,33.0,339.0
Somerville,Tennessee,14.0,52.0
South Carthage,Tennessee,20.0,13.0
South Fulton,Tennessee,13.0,41.0
South Pittsburg,Tennessee,8.0,20.0
Sparta,Tennessee,6.0,207.0
Spencer,Tennessee,2.0,10.0
Spring City,Tennessee,5.0,24.0
Springfield,Tennessee,115.0,392.0
Spring Hill,Tennessee,53.0,381.0
St. Joseph,Tennessee,1.0,6.0
Surgoinsville,Tennessee,1.0,8.0
Sweetwater,Tennessee,29.0,295.0
Tazewell,Tennessee,6.0,64.0
Tellico Plains,Tennessee,6.0,22.0
Tiptonville,Tennessee,15.0,29.0
Toone,Tennessee,1.0,3.0
Townsend,Tennessee,0.0,12.0
Tracy City,Tennessee,8.0,36.0
Trenton,Tennessee,33.0,178.0
Trezevant,Tennessee,2.0,2.0
Trimble,Tennessee,2.0,0.0
Troy,Tennessee,5.0,13.0
Tullahoma,Tennessee,143.0,638.0
Tusculum,Tennessee,0.0,4.0
Union City,Tennessee,83.0,522.0
Vonore,Tennessee,8.0,71.0
Wartburg,Tennessee,1.0,9.0
Wartrace,Tennessee,2.0,1.0
Watertown,Tennessee,1.0,13.0
Waverly,Tennessee,4.0,60.0
Waynesboro,Tennessee,12.0,18.0
Westmoreland,Tennessee,6.0,6.0
White Bluff,Tennessee,7.0,40.0
White House,Tennessee,19.0,161.0
White Pine,Tennessee,2.0,72.0
Whiteville,Tennessee,4.0,23.0
Whitwell,Tennessee,3.0,21.0
Winchester,Tennessee,42.0,293.0
Woodbury,Tennessee,15.0,29.0
1 The figures shown in this column for the offense of rape were reported using only the revised Uniform Crime Reporting definition of rape. See the data declaration for further explanation. ,Tennessee,,
Abernathy2,Texas,2.0,20.0
Abilene,Texas,458.0,3112.0
Addison2,Texas,80.0,702.0
Alamo,Texas,91.0,979.0
Alamo Heights2,Texas,7.0,157.0
Alba,Texas,0.0,7.0
Alice,Texas,103.0,830.0
Allen,Texas,88.0,1154.0
Alpine,Texas,12.0,36.0
Alvarado,Texas,17.0,71.0
Alvin2,Texas,65.0,666.0
Amarillo,Texas,1447.0,7835.0
Andrews2,Texas,59.0,219.0
Angleton,Texas,50.0,278.0
Anna,Texas,18.0,135.0
Anthony,Texas,16.0,98.0
Archer City,Texas,6.0,2.0
Arcola,Texas,1.0,53.0
Arlington,Texas,2055.0,11291.0
Athens,Texas,47.0,283.0
Atlanta,Texas,45.0,158.0
Aubrey,Texas,7.0,12.0
Austin2,Texas,3953.0,36588.0
Azle,Texas,14.0,236.0
Baird,Texas,2.0,17.0
Balch Springs,Texas,165.0,905.0
Balcones Heights,Texas,38.0,304.0
Ballinger2,Texas,2.0,30.0
Bangs,Texas,1.0,4.0
Bartonville2,Texas,2.0,8.0
Baytown,Texas,325.0,2838.0
Beaumont,Texas,1241.0,4287.0
Bedford,Texas,145.0,1010.0
Bee Cave,Texas,5.0,155.0
Beeville,Texas,28.0,347.0
Bellaire,Texas,21.0,341.0
Bellmead,Texas,99.0,640.0
Bellville,Texas,12.0,40.0
Belton,Texas,44.0,431.0
Benbrook,Texas,38.0,368.0
Beverly Hills,Texas,5.0,60.0
Big Sandy,Texas,1.0,3.0
Big Spring,Texas,152.0,1049.0
Bishop,Texas,2.0,50.0
Blanco,Texas,3.0,13.0
Blue Mound2,Texas,5.0,29.0
Boerne,Texas,23.0,340.0
Bogata,Texas,3.0,24.0
Bonham,Texas,20.0,168.0
Bowie,Texas,28.0,142.0
Boyd,Texas,1.0,4.0
Brady2,Texas,9.0,44.0
Brazoria2,Texas,10.0,77.0
Breckenridge,Texas,14.0,101.0
Brenham,Texas,93.0,361.0
Bridgeport,Texas,22.0,84.0
Brookshire2,Texas,22.0,82.0
Brownfield,Texas,25.0,121.0
Brownsboro,Texas,1.0,1.0
Brownsville,Texas,776.0,4553.0
Brownwood,Texas,61.0,649.0
Bryan,Texas,370.0,1928.0
Buda,Texas,20.0,271.0
Bullard,Texas,7.0,22.0
Bulverde,Texas,3.0,81.0
Burkburnett,Texas,24.0,215.0
Burleson2,Texas,113.0,726.0
Burnet,Texas,20.0,70.0
Cactus,Texas,16.0,40.0
Caldwell,Texas,3.0,13.0
Calvert,Texas,6.0,10.0
Cameron,Texas,10.0,64.0
Canton,Texas,0.0,128.0
Canyon,Texas,14.0,153.0
Carthage,Texas,39.0,187.0
Castle Hills,Texas,17.0,290.0
Castroville,Texas,8.0,60.0
Cedar Hill2,Texas,99.0,1252.0
Cedar Park2,Texas,57.0,674.0
Celina,Texas,12.0,93.0
Center,Texas,30.0,181.0
Chandler2,Texas,0.0,12.0
Childress2,Texas,4.0,34.0
Cibolo2,Texas,39.0,280.0
Cisco,Texas,12.0,42.0
Cleburne,Texas,101.0,588.0
Cleveland,Texas,49.0,484.0
Clifton2,Texas,1.0,24.0
Clute2,Texas,46.0,264.0
Clyde,Texas,1.0,66.0
Coleman,Texas,24.0,33.0
College Station2,Texas,225.0,2098.0
Colleyville2,Texas,5.0,169.0
Collinsville,Texas,0.0,3.0
Colorado City,Texas,13.0,130.0
Comanche2,Texas,13.0,101.0
Converse,Texas,152.0,460.0
Coppell2,Texas,25.0,525.0
Copperas Cove,Texas,129.0,691.0
Corinth2,Texas,16.0,168.0
Corpus Christi2,Texas,2616.0,11347.0
Corrigan,Texas,12.0,30.0
Corsicana2,Texas,176.0,744.0
Crandall2,Texas,16.0,78.0
Crane,Texas,6.0,13.0
Crockett,Texas,34.0,129.0
Crowley2,Texas,38.0,418.0
Crystal City,Texas,9.0,41.0
Cuero,Texas,49.0,184.0
Cumby,Texas,0.0,0.0
Daingerfield2,Texas,14.0,52.0
Dalhart2,Texas,35.0,186.0
Dallas,Texas,11764.0,45279.0
Dalworthington Gardens2,Texas,2.0,22.0
Dawson2,Texas,0.0,13.0
Dayton,Texas,14.0,228.0
Decatur,Texas,8.0,247.0
Deer Park2,Texas,48.0,551.0
De Kalb,Texas,5.0,26.0
De Leon,Texas,2.0,42.0
Del Rio,Texas,38.0,610.0
Denison2,Texas,106.0,464.0
Denton,Texas,331.0,2665.0
Denver City,Texas,1.0,63.0
DeSoto2,Texas,176.0,1188.0
Devine,Texas,5.0,57.0
Dickinson2,Texas,66.0,374.0
Dilley,Texas,10.0,48.0
Dimmitt2,Texas,23.0,25.0
Donna,Texas,139.0,787.0
Double Oak,Texas,0.0,2.0
Dumas,Texas,25.0,252.0
Duncanville2,Texas,174.0,1096.0
Eagle Lake,Texas,6.0,51.0
Eagle Pass,Texas,37.0,687.0
Early2,Texas,27.0,51.0
Eastland,Texas,8.0,84.0
Edinburg,Texas,281.0,2959.0
Edna,Texas,7.0,64.0
El Campo,Texas,41.0,347.0
Electra,Texas,6.0,48.0
Elgin,Texas,8.0,97.0
El Paso2,Texas,2422.0,10378.0
Elsa,Texas,20.0,252.0
Ennis,Texas,17.0,333.0
Euless,Texas,107.0,1186.0
Fairfield,Texas,6.0,41.0
Fair Oaks Ranch2,Texas,6.0,28.0
Fairview,Texas,12.0,42.0
Falfurrias,Texas,15.0,111.0
Farmers Branch2,Texas,63.0,940.0
Farmersville2,Texas,7.0,42.0
Farwell,Texas,2.0,8.0
Fate,Texas,6.0,73.0
Ferris,Texas,6.0,66.0
Flatonia,Texas,1.0,18.0
Floresville,Texas,19.0,147.0
Flower Mound,Texas,43.0,730.0
Floydada2,Texas,17.0,31.0
Forest Hill,Texas,36.0,413.0
Forney,Texas,32.0,302.0
Fort Stockton2,Texas,27.0,72.0
Fort Worth,Texas,4068.0,24605.0
Frankston,Texas,2.0,27.0
Fredericksburg,Texas,13.0,131.0
Freeport,Texas,45.0,257.0
Friendswood2,Texas,26.0,264.0
Friona,Texas,3.0,17.0
Frisco,Texas,160.0,2390.0
Fulshear,Texas,0.0,87.0
Gainesville2,Texas,89.0,370.0
Galena Park,Texas,22.0,141.0
Galveston2,Texas,243.0,1642.0
Ganado,Texas,3.0,18.0
Garden Ridge,Texas,0.0,36.0
Garland,Texas,738.0,6311.0
Gatesville,Texas,23.0,202.0
Georgetown,Texas,81.0,730.0
Giddings2,Texas,26.0,103.0
Gilmer2,Texas,32.0,147.0
Gladewater,Texas,14.0,180.0
Glenn Heights,Texas,45.0,249.0
Gonzales,Texas,81.0,168.0
Graham,Texas,10.0,69.0
Granbury2,Texas,26.0,444.0
Grand Prairie,Texas,428.0,4140.0
Grand Saline,Texas,4.0,34.0
Granite Shoals,Texas,7.0,35.0
Greenville2,Texas,77.0,635.0
Gregory,Texas,3.0,18.0
Groesbeck,Texas,5.0,55.0
Groves,Texas,85.0,304.0
Gun Barrel City,Texas,10.0,110.0
Gunter,Texas,2.0,10.0
Hallettsville,Texas,13.0,39.0
Haltom City,Texas,126.0,1171.0
Hamilton,Texas,10.0,35.0
Hamlin,Texas,2.0,9.0
Harker Heights2,Texas,65.0,529.0
Harlingen,Texas,273.0,3152.0
Haskell2,Texas,8.0,34.0
Hawkins,Texas,4.0,3.0
Hearne,Texas,16.0,171.0
Heath,Texas,12.0,46.0
Hedwig Village,Texas,6.0,205.0
Helotes2,Texas,2.0,81.0
Henderson,Texas,74.0,512.0
Hereford,Texas,81.0,310.0
Hewitt,Texas,13.0,139.0
Hickory Creek,Texas,5.0,57.0
Hidalgo,Texas,50.0,125.0
Highland Park,Texas,9.0,192.0
Highland Village,Texas,8.0,108.0
Hill Country Village2,Texas,3.0,22.0
Hillsboro,Texas,17.0,262.0
Hollywood Park,Texas,4.0,31.0
Hondo,Texas,36.0,173.0
Honey Grove2,Texas,2.0,23.0
Hooks,Texas,2.0,18.0
Horizon City,Texas,7.0,101.0
Horseshoe Bay,Texas,7.0,28.0
Houston,Texas,25257.0,101750.0
Howe,Texas,3.0,20.0
Hudson,Texas,6.0,66.0
Hudson Oaks,Texas,6.0,66.0
Humble,Texas,189.0,1681.0
Huntington,Texas,3.0,26.0
Hurst2,Texas,82.0,1402.0
Hutchins,Texas,23.0,212.0
Idalou2,Texas,10.0,9.0
Ingleside,Texas,23.0,174.0
Ingram,Texas,1.0,28.0
Iowa Park,Texas,3.0,48.0
Irving,Texas,617.0,5982.0
Jacinto City,Texas,13.0,228.0
Jacksboro,Texas,6.0,34.0
Jarrell,Texas,1.0,12.0
Jasper,Texas,28.0,363.0
Jefferson,Texas,6.0,12.0
Jersey Village2,Texas,18.0,185.0
Jones Creek,Texas,2.0,13.0
Jonestown,Texas,9.0,37.0
Joshua2,Texas,6.0,54.0
Jourdanton,Texas,1.0,10.0
Karnes City,Texas,9.0,47.0
Katy,Texas,60.0,793.0
Kaufman,Texas,17.0,149.0
Keene,Texas,10.0,46.0
Keller,Texas,25.0,349.0
Kenedy2,Texas,43.0,140.0
Kennedale2,Texas,19.0,133.0
Kerens2,Texas,9.0,13.0
Kermit,Texas,22.0,135.0
Kerrville2,Texas,50.0,301.0
Kilgore,Texas,46.0,316.0
Killeen,Texas,583.0,3432.0
Kingsville,Texas,130.0,753.0
Kirby,Texas,22.0,158.0
Knox City,Texas,2.0,26.0
Kountze,Texas,6.0,28.0
Kyle,Texas,68.0,659.0
Lacy-Lakeview,Texas,17.0,194.0
La Feria,Texas,19.0,135.0
Lago Vista,Texas,18.0,56.0
La Grange,Texas,19.0,85.0
La Grulla,Texas,6.0,3.0
Laguna Vista,Texas,5.0,27.0
Lake Dallas2,Texas,22.0,117.0
Lake Jackson,Texas,57.0,703.0
Lakeside,Texas,3.0,26.0
"Lakeview, Harrison County2",Texas,5.0,48.0
Lakeway,Texas,9.0,146.0
Lake Worth,Texas,6.0,337.0
La Marque,Texas,71.0,776.0
Lamesa,Texas,74.0,398.0
Lampasas,Texas,15.0,206.0
Lancaster,Texas,147.0,1014.0
La Porte2,Texas,83.0,520.0
Laredo2,Texas,836.0,4692.0
La Vernia,Texas,1.0,11.0
Lavon,Texas,4.0,22.0
League City2,Texas,121.0,1487.0
Leander2,Texas,67.0,520.0
Leon Valley,Texas,14.0,539.0
Levelland,Texas,140.0,405.0
Lewisville,Texas,239.0,2125.0
Liberty,Texas,26.0,216.0
Liberty Hill,Texas,2.0,17.0
Linden,Texas,3.0,32.0
Littlefield,Texas,30.0,126.0
Live Oak,Texas,33.0,645.0
Livingston,Texas,16.0,297.0
Lockhart,Texas,2.0,154.0
Longview,Texas,374.0,2410.0
Lorena,Texas,11.0,32.0
Los Fresnos,Texas,53.0,124.0
Lubbock,Texas,2613.0,11940.0
Lufkin2,Texas,184.0,1558.0
Luling,Texas,25.0,107.0
Lumberton,Texas,22.0,151.0
Lyford,Texas,4.0,22.0
Lytle,Texas,1.0,93.0
Madisonville,Texas,20.0,28.0
Manor,Texas,48.0,249.0
Mansfield2,Texas,65.0,766.0
Manvel,Texas,10.0,104.0
Marble Falls,Texas,23.0,251.0
Marfa,Texas,5.0,7.0
Marshall3,Texas,121.0,
Mathis,Texas,21.0,112.0
McAllen,Texas,140.0,3595.0
McGregor,Texas,21.0,34.0
McKinney,Texas,287.0,1993.0
Meadows Place,Texas,5.0,148.0
Melissa,Texas,7.0,76.0
Memorial Villages,Texas,8.0,75.0
Mercedes,Texas,67.0,667.0
Merkel,Texas,17.0,17.0
Mesquite,Texas,685.0,5197.0
Mineola,Texas,5.0,87.0
Mineral Wells,Texas,22.0,457.0
Mission,Texas,105.0,1618.0
Missouri City2,Texas,107.0,811.0
Monahans,Texas,36.0,135.0
Mont Belvieu,Texas,11.0,168.0
Morgans Point Resort,Texas,5.0,10.0
Mount Pleasant2,Texas,90.0,465.0
Muleshoe,Texas,3.0,20.0
Murphy,Texas,9.0,105.0
Mustang Ridge2,Texas,11.0,35.0
Nacogdoches,Texas,111.0,864.0
Naples2,Texas,1.0,8.0
Nash,Texas,41.0,58.0
Natalia,Texas,4.0,16.0
Navasota,Texas,37.0,212.0
Nederland,Texas,62.0,332.0
Needville,Texas,1.0,2.0
New Boston,Texas,72.0,211.0
New Braunfels,Texas,219.0,1120.0
Newton2,Texas,6.0,38.0
Nixon,Texas,6.0,11.0
Nocona,Texas,2.0,20.0
Nolanville,Texas,5.0,66.0
Northeast2,Texas,1.0,49.0
Northlake,Texas,5.0,58.0
North Richland Hills,Texas,143.0,1279.0
Oak Ridge North,Texas,3.0,37.0
Odessa,Texas,1282.0,3624.0
Olmos Park2,Texas,1.0,31.0
Olney,Texas,14.0,48.0
Olton,Texas,4.0,35.0
Onalaska,Texas,9.0,61.0
Orange,Texas,86.0,335.0
Ore City2,Texas,5.0,25.0
Overton2,Texas,1.0,18.0
Ovilla,Texas,1.0,12.0
Oyster Creek2,Texas,15.0,29.0
Palacios,Texas,15.0,95.0
Palestine,Texas,99.0,449.0
Palmer,Texas,0.0,33.0
Palm Valley,Texas,0.0,4.0
Pampa,Texas,127.0,654.0
Panhandle,Texas,7.0,25.0
Pantego,Texas,11.0,134.0
Paris,Texas,252.0,714.0
Parker,Texas,0.0,30.0
Pasadena2,Texas,839.0,3861.0
Patton Village,Texas,5.0,21.0
Pearland,Texas,113.0,2071.0
Pearsall,Texas,6.0,133.0
Pecos2,Texas,93.0,186.0
Pelican Bay2,Texas,0.0,36.0
Penitas2,Texas,7.0,95.0
Perryton,Texas,11.0,104.0
Petersburg,Texas,3.0,4.0
Pflugerville,Texas,64.0,829.0
Pharr,Texas,235.0,1423.0
Pittsburg,Texas,20.0,64.0
Plano,Texas,431.0,4908.0
Pleasanton2,Texas,36.0,289.0
Ponder,Texas,2.0,16.0
Port Aransas,Texas,7.0,205.0
Port Arthur2,Texas,344.0,1203.0
Port Isabel,Texas,8.0,148.0
Portland,Texas,20.0,318.0
Port Neches,Texas,37.0,198.0
Poteet,Texas,6.0,76.0
Prairie View,Texas,5.0,31.0
Premont,Texas,16.0,61.0
Primera,Texas,3.0,59.0
Prosper2,Texas,14.0,218.0
Queen City,Texas,14.0,26.0
Ralls,Texas,3.0,12.0
Rancho Viejo,Texas,1.0,7.0
Raymondville,Texas,126.0,243.0
Red Oak2,Texas,17.0,307.0
Refugio,Texas,3.0,21.0
"Reno, Lamar County",Texas,8.0,49.0
"Reno, Parker County",Texas,16.0,28.0
Richardson2,Texas,178.0,2279.0
Richland Hills,Texas,39.0,286.0
Richmond,Texas,45.0,224.0
Richwood,Texas,3.0,69.0
Rio Grande City2,Texas,14.0,269.0
Rio Hondo2,Texas,7.0,17.0
Roanoke2,Texas,12.0,113.0
Rockdale,Texas,15.0,135.0
Rockport2,Texas,26.0,441.0
Rockwall,Texas,50.0,740.0
Roma,Texas,24.0,108.0
Roman Forest,Texas,3.0,9.0
Rosenberg,Texas,148.0,684.0
Round Rock,Texas,165.0,2235.0
Royse City,Texas,22.0,168.0
Runaway Bay,Texas,0.0,3.0
Rusk,Texas,5.0,93.0
Sabinal,Texas,0.0,21.0
Sachse,Texas,13.0,185.0
Saginaw,Texas,45.0,409.0
Salado,Texas,2.0,32.0
San Angelo,Texas,357.0,3173.0
San Antonio,Texas,11046.0,67422.0
San Augustine,Texas,0.0,0.0
San Benito,Texas,161.0,946.0
San Diego,Texas,7.0,0.0
San Elizario,Texas,9.0,34.0
San Juan,Texas,173.0,859.0
San Marcos,Texas,241.0,1530.0
San Saba,Texas,8.0,57.0
Sansom Park Village,Texas,8.0,113.0
Santa Fe2,Texas,15.0,127.0
Santa Rosa,Texas,0.0,9.0
Schertz,Texas,78.0,559.0
Schulenburg,Texas,25.0,43.0
Seabrook2,Texas,20.0,198.0
Seagoville2,Texas,14.0,355.0
Seagraves,Texas,16.0,31.0
Sealy,Texas,11.0,121.0
Seguin,Texas,84.0,714.0
Selma,Texas,19.0,258.0
Seminole,Texas,11.0,83.0
