city,state,violent_crime,property_crime
Lafayette,Colorado,63.0,731.0
La Junta,Colorado,32.0,386.0
Lakeside,Colorado,0.0,205.0
Lamar,Colorado,0.0,82.0
La Salle,Colorado,6.0,30.0
Leadville,Colorado,8.0,27.0
Limon,Colorado,0.0,2.0
Littleton,Colorado,43.0,1372.0
Lone Tree,Colorado,47.0,1051.0
Longmont,Colorado,422.0,2548.0
Louisville,Colorado,16.0,301.0
Loveland,Colorado,222.0,1571.0
Mancos,Colorado,2.0,17.0
Manitou Springs,Colorado,5.0,72.0
Mead,Colorado,4.0,55.0
Meeker,Colorado,5.0,22.0
Milliken,Colorado,1.0,29.0
Monte Vista,Colorado,19.0,157.0
Montrose,Colorado,40.0,689.0
Mountain View,Colorado,0.0,11.0
Mountain Village,Colorado,1.0,19.0
Mount Crested Butte,Colorado,7.0,15.0
Nederland,Colorado,2.0,4.0
New Castle,Colorado,4.0,46.0
Northglenn,Colorado,180.0,1229.0
Oak Creek,Colorado,4.0,7.0
Olathe,Colorado,0.0,6.0
Pagosa Springs,Colorado,5.0,44.0
Palisade,Colorado,6.0,34.0
Parachute,Colorado,16.0,34.0
Parker,Colorado,55.0,826.0
Platteville,Colorado,5.0,55.0
Pueblo3,Colorado,,4801.0
Rangely,Colorado,3.0,5.0
Rifle,Colorado,38.0,221.0
Salida,Colorado,5.0,184.0
Severance,Colorado,2.0,15.0
Sheridan,Colorado,28.0,450.0
Silt,Colorado,10.0,20.0
Silverthorne,Colorado,2.0,90.0
Simla,Colorado,2.0,3.0
Snowmass Village,Colorado,0.0,14.0
South Fork,Colorado,1.0,8.0
Springfield,Colorado,1.0,3.0
Sterling,Colorado,107.0,462.0
Telluride,Colorado,3.0,17.0
Thornton,Colorado,388.0,4303.0
Timnath,Colorado,2.0,99.0
Trinidad,Colorado,38.0,350.0
Walsh,Colorado,1.0,0.0
Westminster,Colorado,316.0,3713.0
Woodland Park,Colorado,11.0,111.0
Wray,Colorado,1.0,1.0
Yuma,Colorado,4.0,19.0
1 The figures shown in this column for the offense of rape were reported using only the revised Uniform Crime Reporting definition of rape. See the data declaration for further explanation. ,Colorado,,
"2 Because of changes in the state/local agency's reporting practices, figures are not comparable to previous years' data.",Colorado,,
"3 The FBI determined that the agency's data were underreported. Consequently, those data are not included in this table.",Colorado,,
Ansonia,Connecticut,36.0,277.0
Avon,Connecticut,4.0,209.0
Berlin,Connecticut,19.0,251.0
Bethel,Connecticut,6.0,125.0
Bloomfield,Connecticut,27.0,500.0
Branford,Connecticut,9.0,386.0
Bridgeport,Connecticut,843.0,2465.0
Bristol,Connecticut,53.0,822.0
Brookfield,Connecticut,4.0,143.0
Canton,Connecticut,5.0,56.0
Cheshire,Connecticut,13.0,207.0
Clinton,Connecticut,12.0,232.0
Coventry,Connecticut,12.0,132.0
Cromwell,Connecticut,5.0,363.0
Danbury,Connecticut,97.0,1045.0
Darien,Connecticut,3.0,267.0
Derby,Connecticut,24.0,240.0
East Hampton,Connecticut,3.0,104.0
East Hartford,Connecticut,76.0,775.0
East Haven,Connecticut,36.0,572.0
East Lyme,Connecticut,8.0,83.0
Easton,Connecticut,0.0,42.0
East Windsor,Connecticut,14.0,275.0
Enfield2,Connecticut,49.0,606.0
Fairfield,Connecticut,31.0,941.0
Farmington,Connecticut,6.0,599.0
Glastonbury,Connecticut,22.0,327.0
Granby,Connecticut,0.0,64.0
Greenwich,Connecticut,22.0,471.0
Groton,Connecticut,16.0,99.0
Groton Long Point,Connecticut,0.0,3.0
Groton Town,Connecticut,34.0,304.0
Guilford,Connecticut,10.0,201.0
Hamden,Connecticut,199.0,1328.0
Hartford,Connecticut,1049.0,3424.0
Ledyard,Connecticut,6.0,73.0
Madison,Connecticut,0.0,65.0
Manchester2,Connecticut,100.0,1376.0
Meriden,Connecticut,157.0,1020.0
Middlebury,Connecticut,2.0,64.0
Middletown,Connecticut,38.0,613.0
Milford,Connecticut,29.0,1028.0
Monroe,Connecticut,3.0,84.0
Naugatuck,Connecticut,30.0,441.0
New Britain2,Connecticut,306.0,1195.0
New Canaan,Connecticut,2.0,101.0
New Haven,Connecticut,1168.0,4958.0
Newington,Connecticut,24.0,646.0
New London,Connecticut,79.0,461.0
New Milford,Connecticut,15.0,181.0
Newtown,Connecticut,6.0,57.0
North Branford,Connecticut,8.0,99.0
North Haven,Connecticut,11.0,361.0
Norwalk,Connecticut,183.0,1247.0
Norwich,Connecticut,149.0,533.0
Old Saybrook,Connecticut,2.0,69.0
Orange,Connecticut,4.0,370.0
Plainfield,Connecticut,18.0,37.0
Plainville,Connecticut,33.0,348.0
Plymouth,Connecticut,2.0,110.0
Portland,Connecticut,4.0,38.0
Putnam,Connecticut,18.0,72.0
Redding,Connecticut,2.0,35.0
Ridgefield,Connecticut,1.0,72.0
Rocky Hill,Connecticut,12.0,212.0
Seymour,Connecticut,9.0,104.0
Shelton,Connecticut,22.0,304.0
Simsbury,Connecticut,3.0,146.0
Southington,Connecticut,26.0,542.0
South Windsor,Connecticut,13.0,332.0
Stamford,Connecticut,264.0,1803.0
Stonington,Connecticut,15.0,159.0
Stratford,Connecticut,71.0,859.0
Suffield,Connecticut,5.0,62.0
Thomaston,Connecticut,4.0,58.0
Torrington,Connecticut,36.0,372.0
Trumbull,Connecticut,45.0,778.0
Vernon,Connecticut,16.0,307.0
Wallingford,Connecticut,17.0,291.0
Waterbury,Connecticut,325.0,3263.0
Waterford,Connecticut,8.0,189.0
Watertown,Connecticut,13.0,284.0
West Hartford,Connecticut,36.0,1406.0
West Haven,Connecticut,85.0,1091.0
Weston,Connecticut,0.0,15.0
Westport,Connecticut,4.0,193.0
Wethersfield,Connecticut,23.0,351.0
Willimantic,Connecticut,22.0,119.0
Wilton,Connecticut,4.0,109.0
Winchester,Connecticut,7.0,85.0
Windsor,Connecticut,12.0,605.0
Windsor Locks,Connecticut,8.0,140.0
Wolcott,Connecticut,7.0,195.0
Woodbridge,Connecticut,6.0,89.0
1 The figures shown in this column for the offense of rape were reported using only the revised Uniform Crime Reporting definition of rape. See the data declaration for further explanation. ,Connecticut,,
"2 Because of changes in the state/local agency's reporting practices, figures are not comparable to previous years' data.",Connecticut,,
Bethany Beach,Delaware,3.0,79.0
Blades,Delaware,4.0,23.0
Bridgeville,Delaware,12.0,77.0
Camden,Delaware,5.0,173.0
Cheswold,Delaware,6.0,27.0
Clayton,Delaware,7.0,35.0
Dagsboro,Delaware,2.0,15.0
Delaware City,Delaware,11.0,52.0
Delmar,Delaware,17.0,51.0
Dewey Beach,Delaware,7.0,16.0
Dover,Delaware,334.0,2057.0
Ellendale,Delaware,2.0,13.0
Elsmere,Delaware,11.0,133.0
Felton,Delaware,2.0,17.0
Georgetown,Delaware,43.0,312.0
Greenwood,Delaware,6.0,19.0
Harrington,Delaware,35.0,77.0
Laurel,Delaware,62.0,225.0
Lewes,Delaware,4.0,45.0
Middletown,Delaware,48.0,470.0
Milford,Delaware,84.0,585.0
Millsboro,Delaware,27.0,221.0
Milton,Delaware,4.0,40.0
Newark,Delaware,85.0,708.0
New Castle,Delaware,21.0,225.0
Newport,Delaware,3.0,31.0
Ocean View,Delaware,1.0,19.0
Rehoboth Beach,Delaware,10.0,128.0
Seaford,Delaware,68.0,477.0
Selbyville,Delaware,12.0,37.0
Smyrna,Delaware,32.0,246.0
Wilmington,Delaware,1058.0,3150.0
Wyoming,Delaware,4.0,23.0
1 The figures shown in this column for the offense of rape were reported using only the revised Uniform Crime Reporting definition of rape. See the data declaration for further explanation. ,Delaware,,
Washington,District of Columbia,6896.0,29965.0
1 The figure shown in this column for the offense of rape were reported using only the revised Uniform Crime Reporting definition of rape. See the data declaration for further explanation. ,District of Columbia,,
2 The FBI does not publish arson data unless it receives data from either the agency or the state for all 12 months of the calendar year.,District of Columbia,,
Alachua,Florida,41.0,230.0
Altamonte Springs,Florida,107.0,1408.0
Altha,Florida,0.0,0.0
Apopka,Florida,206.0,1931.0
Arcadia,Florida,55.0,106.0
Astatula,Florida,3.0,10.0
Atlantic Beach,Florida,36.0,197.0
Atlantis,Florida,6.0,54.0
Auburndale,Florida,55.0,715.0
Aventura,Florida,69.0,1815.0
Bal Harbour Village,Florida,0.0,98.0
Bartow,Florida,77.0,613.0
Bay Harbor Islands,Florida,3.0,51.0
Belleair,Florida,1.0,32.0
Belleair Beach,Florida,1.0,18.0
Belleair Bluffs,Florida,2.0,33.0
Belle Glade,Florida,200.0,405.0
Belle Isle,Florida,16.0,119.0
Belleview,Florida,20.0,208.0
Biscayne Park,Florida,6.0,30.0
Blountstown,Florida,6.0,36.0
Boca Raton,Florida,186.0,2183.0
Bonifay,Florida,3.0,5.0
Bowling Green,Florida,5.0,46.0
Boynton Beach,Florida,566.0,2618.0
Bradenton,Florida,360.0,1474.0
Bradenton Beach,Florida,2.0,21.0
Brooksville,Florida,50.0,332.0
Bunnell,Florida,33.0,105.0
Cape Coral,Florida,226.0,2176.0
Casselberry,Florida,90.0,936.0
Cedar Key,Florida,1.0,10.0
Center Hill,Florida,1.0,5.0
Chattahoochee,Florida,16.0,92.0
Chiefland,Florida,0.0,55.0
Chipley,Florida,26.0,115.0
Clearwater,Florida,469.0,2810.0
Clermont,Florida,79.0,678.0
Clewiston,Florida,26.0,211.0
Cocoa,Florida,151.0,965.0
Cocoa Beach,Florida,64.0,300.0
Coconut Creek,Florida,82.0,1010.0
Cooper City,Florida,26.0,360.0
Coral Gables,Florida,50.0,1343.0
Coral Springs,Florida,195.0,2309.0
Crescent City,Florida,10.0,40.0
Crestview,Florida,96.0,644.0
Cross City,Florida,2.0,2.0
Cutler Bay,Florida,94.0,1328.0
Dade City,Florida,36.0,287.0
Dania Beach,Florida,221.0,1006.0
Davenport,Florida,5.0,76.0
Davie,Florida,276.0,2796.0
Daytona Beach,Florida,794.0,2833.0
Daytona Beach Shores,Florida,9.0,107.0
Deerfield Beach,Florida,351.0,2161.0
DeFuniak Springs,Florida,29.0,188.0
DeLand,Florida,198.0,1126.0
Delray Beach,Florida,336.0,2418.0
Doral,Florida,62.0,1475.0
Dunedin,Florida,39.0,472.0
Dunnellon,Florida,8.0,92.0
Eatonville,Florida,39.0,114.0
Edgewater,Florida,22.0,361.0
Edgewood,Florida,3.0,66.0
El Portal,Florida,2.0,25.0
Eustis,Florida,53.0,536.0
Fellsmere,Florida,5.0,48.0
Fernandina Beach,Florida,25.0,152.0
Flagler Beach,Florida,3.0,41.0
Florida City,Florida,319.0,885.0
Fort Lauderdale,Florida,1098.0,9082.0
Fort Myers,Florida,486.0,1952.0
Fort Pierce,Florida,259.0,1342.0
Fort Walton Beach,Florida,68.0,475.0
Fruitland Park,Florida,25.0,119.0
Gainesville,Florida,928.0,4712.0
Golden Beach,Florida,1.0,15.0
Graceville,Florida,15.0,53.0
Greenacres City,Florida,117.0,740.0
Green Cove Springs,Florida,30.0,182.0
Gretna,Florida,5.0,10.0
Groveland,Florida,26.0,235.0
Gulf Breeze,Florida,5.0,71.0
Gulfport,Florida,28.0,391.0
Gulf Stream,Florida,2.0,15.0
Haines City,Florida,45.0,493.0
Hallandale Beach,Florida,178.0,1244.0
Havana,Florida,2.0,59.0
Hialeah,Florida,503.0,4893.0
Hialeah Gardens,Florida,30.0,624.0
Highland Beach,Florida,4.0,40.0
High Springs,Florida,28.0,152.0
Hillsboro Beach,Florida,2.0,12.0
Holly Hill,Florida,46.0,335.0
Hollywood,Florida,456.0,4159.0
Holmes Beach,Florida,0.0,42.0
Homestead,Florida,684.0,2272.0
Howey-in-the-Hills,Florida,3.0,15.0
Hypoluxo,Florida,2.0,38.0
Indialantic,Florida,4.0,63.0
Indian Creek Village,Florida,0.0,0.0
Indian Harbour Beach,Florida,4.0,85.0
Indian River Shores,Florida,0.0,9.0
Indian Rocks Beach,Florida,8.0,67.0
Indian Shores,Florida,1.0,23.0
Jacksonville,Florida,5886.0,30088.0
Jacksonville Beach,Florida,113.0,856.0
Jasper,Florida,5.0,40.0
Jay,Florida,2.0,7.0
Jennings,Florida,3.0,5.0
Juno Beach,Florida,1.0,37.0
Jupiter,Florida,118.0,1035.0
Jupiter Inlet Colony,Florida,1.0,0.0
Jupiter Island,Florida,1.0,6.0
Kenneth City,Florida,18.0,134.0
Key Biscayne,Florida,5.0,175.0
Key Colony Beach,Florida,0.0,7.0
Key West,Florida,96.0,734.0
Kissimmee,Florida,368.0,1899.0
Lady Lake,Florida,16.0,281.0
Lake Alfred,Florida,3.0,37.0
Lake City,Florida,161.0,781.0
Lake Clarke Shores,Florida,4.0,43.0
Lake Hamilton,Florida,2.0,55.0
Lake Helen,Florida,3.0,28.0
Lakeland,Florida,350.0,3230.0
Lake Mary,Florida,20.0,204.0
Lake Park,Florida,86.0,700.0
Lake Placid,Florida,14.0,105.0
Lake Wales,Florida,55.0,358.0
Lake Worth,Florida,409.0,1201.0
Lantana,Florida,78.0,561.0
Largo,Florida,329.0,2348.0
Lauderdale-by-the-Sea,Florida,17.0,96.0
Lauderdale Lakes,Florida,329.0,965.0
Lauderhill,Florida,571.0,2131.0
Lawtey,Florida,4.0,5.0
Leesburg,Florida,172.0,1194.0
Lighthouse Point,Florida,9.0,183.0
Live Oak,Florida,64.0,160.0
Longboat Key,Florida,0.0,59.0
Longwood,Florida,44.0,399.0
Loxatachee Groves,Florida,11.0,102.0
Lynn Haven,Florida,29.0,310.0
Madeira Beach,Florida,14.0,142.0
Maitland,Florida,28.0,339.0
Manalapan,Florida,3.0,18.0
Mangonia Park,Florida,33.0,177.0
Marco Island,Florida,7.0,83.0
Margate,Florida,99.0,935.0
Marianna,Florida,65.0,185.0
Mascotte,Florida,49.0,129.0
Medley,Florida,11.0,179.0
Melbourne,Florida,579.0,2802.0
Melbourne Beach,Florida,2.0,30.0
Melbourne Village,Florida,0.0,14.0
Mexico Beach,Florida,4.0,29.0
Miami,Florida,2850.0,17624.0
Miami Beach,Florida,852.0,6977.0
Miami Gardens,Florida,841.0,4311.0
Miami Lakes,Florida,33.0,600.0
Miami Shores,Florida,23.0,572.0
Miami Springs,Florida,36.0,381.0
Milton,Florida,20.0,187.0
Minneola,Florida,15.0,108.0
Miramar,Florida,310.0,1947.0
Monticello,Florida,6.0,60.0
Mount Dora,Florida,64.0,568.0
Naples,Florida,11.0,323.0
Neptune Beach,Florida,12.0,112.0
New Port Richey,Florida,132.0,505.0
New Smyrna Beach,Florida,67.0,562.0
Niceville,Florida,11.0,204.0
North Bay Village,Florida,13.0,104.0
North Lauderdale,Florida,230.0,817.0
North Miami,Florida,507.0,2425.0
North Miami Beach,Florida,279.0,1566.0
North Palm Beach,Florida,10.0,111.0
North Port,Florida,95.0,967.0
North Redington Beach,Florida,1.0,7.0
Oakland,Florida,17.0,63.0
Oakland Park,Florida,294.0,1770.0
Ocala,Florida,493.0,2548.0
Ocean Ridge,Florida,1.0,31.0
Ocoee,Florida,155.0,1333.0
Okeechobee,Florida,13.0,196.0
Oldsmar,Florida,17.0,215.0
Opa Locka,Florida,323.0,1013.0
Orange City,Florida,24.0,645.0
Orange Park,Florida,13.0,153.0
Orlando,Florida,2157.0,14100.0
Ormond Beach,Florida,133.0,1119.0
Oviedo,Florida,56.0,292.0
Pahokee,Florida,59.0,160.0
Palatka,Florida,53.0,499.0
Palm Bay,Florida,396.0,1981.0
Palm Beach,Florida,8.0,97.0
Palm Beach Gardens,Florida,78.0,1295.0
Palm Beach Shores,Florida,2.0,21.0
Palmetto,Florida,78.0,353.0
Palmetto Bay,Florida,43.0,649.0
Palm Springs,Florida,161.0,957.0
Panama City,Florida,228.0,1914.0
Panama City Beach,Florida,133.0,842.0
Parker,Florida,21.0,100.0
Parkland,Florida,9.0,189.0
Pembroke Park,Florida,51.0,216.0
Pembroke Pines,Florida,355.0,3344.0
Pensacola,Florida,312.0,1888.0
Perry,Florida,70.0,288.0
Pinellas Park,Florida,206.0,2038.0
Plantation,Florida,211.0,2578.0
Plant City,Florida,162.0,1073.0
Pompano Beach,Florida,900.0,4277.0
Ponce Inlet,Florida,0.0,32.0
Port Orange,Florida,30.0,1178.0
Port St. Joe,Florida,7.0,40.0
Port St. Lucie,Florida,293.0,1696.0
Punta Gorda,Florida,18.0,278.0
Quincy,Florida,55.0,345.0
Redington Beaches,Florida,0.0,26.0
Riviera Beach,Florida,346.0,1466.0
Rockledge,Florida,62.0,389.0
Royal Palm Beach,Florida,57.0,655.0
Safety Harbor,Florida,17.0,165.0
Sanford,Florida,497.0,2127.0
Sanibel,Florida,3.0,45.0
Sarasota,Florida,319.0,1857.0
Satellite Beach,Florida,11.0,69.0
Sea Ranch Lakes,Florida,0.0,11.0
Sebastian,Florida,19.0,297.0
Sebring,Florida,57.0,481.0
Seminole,Florida,24.0,507.0
Sewall's Point,Florida,2.0,12.0
Sneads,Florida,4.0,26.0
South Bay,Florida,36.0,92.0
South Daytona,Florida,30.0,211.0
South Miami,Florida,39.0,475.0
South Palm Beach,Florida,0.0,3.0
South Pasadena,Florida,4.0,130.0
Southwest Ranches,Florida,7.0,146.0
Springfield,Florida,51.0,309.0
Starke,Florida,43.0,212.0
St. Augustine,Florida,107.0,440.0
St. Augustine Beach,Florida,4.0,85.0
St. Cloud,Florida,106.0,636.0
St. Pete Beach,Florida,15.0,205.0
St. Petersburg,Florida,1594.0,8592.0
Stuart,Florida,53.0,402.0
Sunny Isles Beach,Florida,33.0,355.0
Sunrise,Florida,191.0,2014.0
Surfside,Florida,6.0,130.0
Sweetwater,Florida,16.0,228.0
Tallahassee,Florida,1359.0,7763.0
Tamarac,Florida,186.0,1381.0
Tampa,Florida,1622.0,6523.0
Tarpon Springs,Florida,102.0,537.0
Tavares,Florida,47.0,273.0
Temple Terrace,Florida,71.0,565.0
Tequesta,Florida,7.0,43.0
Titusville,Florida,377.0,1492.0
Treasure Island,Florida,17.0,173.0
Trenton,Florida,4.0,14.0
Umatilla,Florida,7.0,92.0
Valparaiso,Florida,7.0,48.0
Venice,Florida,20.0,283.0
Vero Beach,Florida,54.0,343.0
Village of Pinecrest,Florida,18.0,414.0
Virginia Gardens,Florida,5.0,40.0
Wauchula,Florida,20.0,172.0
Welaka,Florida,1.0,7.0
Wellington,Florida,65.0,787.0
Westlake,Florida,2.0,3.0
West Melbourne,Florida,32.0,521.0
West Miami,Florida,12.0,93.0
Weston,Florida,33.0,362.0
West Palm Beach,Florida,859.0,4231.0
West Park,Florida,85.0,430.0
White Springs,Florida,6.0,23.0
Wildwood,Florida,48.0,250.0
Williston,Florida,14.0,95.0
Wilton Manors,Florida,62.0,434.0
Windermere,Florida,7.0,33.0
Winter Garden,Florida,181.0,1112.0
Winter Haven,Florida,187.0,1126.0
Winter Park,Florida,70.0,759.0
Winter Springs,Florida,46.0,249.0
Zephyrhills,Florida,49.0,602.0
1 The figures shown in this column for the offense of rape were reported using only the revised Uniform Crime Reporting definition of rape. See the data declaration for further explanation. ,Florida,,
Acworth,Georgia,16.0,437.0
Adairsville,Georgia,7.0,83.0
Albany,Georgia,790.0,3452.0
Alma,Georgia,10.0,111.0
Alpharetta,Georgia,75.0,991.0
Americus,Georgia,127.0,835.0
Bainbridge,Georgia,81.0,469.0
Barnesville,Georgia,18.0,138.0
Blackshear,Georgia,10.0,169.0
Blakely,Georgia,41.0,120.0
Braselton,Georgia,8.0,128.0
Braswell,Georgia,0.0,0.0
Brookhaven,Georgia,212.0,1338.0
Calhoun,Georgia,51.0,369.0
Canon,Georgia,0.0,1.0
Centerville,Georgia,22.0,192.0
Clarkston,Georgia,73.0,377.0
Claxton,Georgia,19.0,90.0
College Park,Georgia,177.0,1038.0
Coolidge,Georgia,0.0,2.0
Dillard,Georgia,0.0,4.0
Donalsonville,Georgia,11.0,48.0
Douglasville,Georgia,182.0,2013.0
Dunwoody,Georgia,64.0,1915.0
Eatonton,Georgia,15.0,142.0
Edison,Georgia,3.0,8.0
Elberton,Georgia,27.0,228.0
Ellijay,Georgia,2.0,29.0
Emerson,Georgia,7.0,37.0
Eton,Georgia,0.0,14.0
Fairburn,Georgia,77.0,496.0
Folkston,Georgia,31.0,87.0
Forest Park,Georgia,146.0,903.0
Franklin Springs,Georgia,0.0,1.0
Glennville,Georgia,5.0,76.0
Grantville,Georgia,24.0,42.0
Grovetown,Georgia,22.0,168.0
Hampton,Georgia,8.0,64.0
Homerville,Georgia,2.0,87.0
Kennesaw,Georgia,48.0,484.0
Lake City,Georgia,5.0,106.0
Lavonia,Georgia,15.0,68.0
Lilburn,Georgia,23.0,354.0
Manchester,Georgia,16.0,143.0
Marietta,Georgia,262.0,1930.0
Maysville,Georgia,0.0,11.0
McDonough,Georgia,72.0,731.0
McIntyre,Georgia,0.0,12.0
Millen,Georgia,31.0,59.0
Milton,Georgia,15.0,291.0
Monroe,Georgia,72.0,354.0
Morrow,Georgia,32.0,692.0
Mount Zion,Georgia,6.0,7.0
Nahunta,Georgia,0.0,15.0
Nashville,Georgia,36.0,285.0
Newnan,Georgia,222.0,1090.0
Oxford,Georgia,2.0,11.0
Palmetto,Georgia,13.0,109.0
Pelham,Georgia,20.0,150.0
Pine Mountain,Georgia,9.0,38.0
Pooler,Georgia,45.0,628.0
Rincon,Georgia,21.0,144.0
Sandersville,Georgia,22.0,200.0
Sandy Springs,Georgia,143.0,1972.0
Shiloh,Georgia,1.0,5.0
Snellville,Georgia,55.0,641.0
Sparta,Georgia,7.0,10.0
Springfield,Georgia,4.0,50.0
Suwanee,Georgia,39.0,393.0
Sylvania,Georgia,7.0,102.0
Tallapoosa,Georgia,14.0,85.0
Thomasville,Georgia,52.0,733.0
Thunderbolt,Georgia,4.0,30.0
Tyrone,Georgia,5.0,66.0
Warner Robins,Georgia,420.0,3609.0
Waynesboro,Georgia,23.0,211.0
Woodstock,Georgia,39.0,438.0
"1 Because of changes in the state/local agency's reporting practices, figures are not comparable to previous years' data.",Georgia,,
2 The figures shown in this column for the offense of rape were reported using only the revised Uniform Crime Reporting definition of rape. See the data declaration for further explanation. ,Georgia,,
3 The FBI does not publish arson data unless it receives data from either the agency or the state for all 12 months of the calendar year.,Georgia,,
Aberdeen,Idaho,4.0,21.0
American Falls,Idaho,2.0,73.0
Ashton,Idaho,6.0,9.0
Bellevue,Idaho,7.0,11.0
Blackfoot,Idaho,42.0,253.0
Boise,Idaho,649.0,3653.0
Bonners Ferry,Idaho,1.0,48.0
Buhl,Idaho,16.0,56.0
Caldwell,Idaho,203.0,997.0
Challis,Idaho,2.0,8.0
Chubbuck,Idaho,37.0,553.0
Coeur d'Alene,Idaho,132.0,712.0
Cottonwood,Idaho,0.0,2.0
Emmett,Idaho,25.0,73.0
Fruitland,Idaho,3.0,36.0
Garden City,Idaho,53.0,268.0
Gooding,Idaho,2.0,45.0
Grangeville,Idaho,7.0,5.0
Hagerman,Idaho,1.0,5.0
Hailey,Idaho,20.0,29.0
Heyburn,Idaho,2.0,30.0
Idaho Falls,Idaho,172.0,940.0
Jerome,Idaho,42.0,157.0
Kellogg,Idaho,4.0,38.0
Ketchum,Idaho,12.0,19.0
Kimberly,Idaho,5.0,26.0
Lewiston,Idaho,42.0,955.0
McCall,Idaho,13.0,51.0
Meridian,Idaho,177.0,1188.0
Middleton,Idaho,11.0,75.0
Montpelier,Idaho,5.0,35.0
Moscow,Idaho,7.0,345.0
Mountain Home,Idaho,54.0,229.0
Nampa,Idaho,306.0,1767.0
Osburn,Idaho,1.0,7.0
Parma,Idaho,7.0,35.0
Payette,Idaho,23.0,122.0
Pinehurst,Idaho,1.0,14.0
Pocatello,Idaho,233.0,1326.0
